Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
M Ntini (SA),47.5,10,132,13,2.75,10.15,22,v West Indies,Port of Spain,8 Apr 2005,0,1,1
MJ Hoggard (ENG),52.3,7,205,12,3.9,17.08,26.2,v South Africa,Johannesburg,13 Jan 2005,0,1,1
Mohammad Asif (PAK),35,13,71,11,2.02,6.45,19,v Sri Lanka,Kandy,3 Apr 2006,0,1,1
Shoaib Akhtar (PAK),38.3,8,78,11,2.02,7.09,21,v New Zealand,Wellington,26 Dec 2003,0,1,1
A Nel (SA),37.4,6,88,10,2.33,8.8,22.6,v West Indies,Bridgetown,21 Apr 2005,0,1,1
SE Bond (NZ),31,5,99,10,3.19,9.9,18.6,v Zimbabwe,Bulawayo,15 Aug 2005,0,1,1
DW Steyn (SA),34.5,7,108,10,3.1,10.8,20.9,v India,Nagpur,6 Feb 2010,0,1,1
I Sharma (INDIA),41.2,11,108,10,2.61,10.8,24.8,v West Indies,Bridgetown,28 Jun 2011,0,1,1
TG Southee (NZ),47.2,12,108,10,2.28,10.8,28.4,v England,Lord's,16 May 2013,0,1,1
VD Philander (SA),30.5,6,114,10,3.69,11.4,18.5,v New Zealand,Hamilton,15 Mar 2012,0,1,1
CA Walsh (WI),40.5,11,117,10,2.86,11.7,24.5,v England,Lord's,29 Jun 2000,0,1,1
DW Steyn (SA),49.2,9,154,10,3.12,15.4,29.6,v Australia,Melbourne,26 Dec 2008,0,1,1
AR Caddick (ENG),45,8,215,10,4.77,21.5,27,v Australia,Sydney,2 Jan 2003,0,1,1
M Ntini (SA),48,8,220,10,4.58,22,28.8,v England,Lord's,31 Jul 2003,0,1,1
DAJ Bracewell (NZ),26.4,7,60,9,2.25,6.66,17.7,v Australia,Hobart,9 Dec 2011,0,1,1
HH Streak (ZIM),41,17,72,9,1.75,8,27.3,v West Indies,Port of Spain,16 Mar 2000,0,1,1
SJ Harmison (ENG),33.3,14,73,9,2.17,8.11,22.3,v West Indies,Kingston,11 Mar 2004,0,1,1
SJ Harmison (ENG),46.5,17,79,9,1.68,8.77,31.2,v Bangladesh,Dhaka,21 Oct 2003,0,1,1
JN Gillespie (AUS),38.5,15,80,9,2.06,8.88,25.8,v India,Nagpur,26 Oct 2004,0,1,1
GD McGrath (AUS),35.1,7,82,9,2.33,9.11,23.4,v England,Lord's,21 Jul 2005,0,1,1
SR Clark (AUS),33,10,89,9,2.69,9.88,22,v South Africa,Cape Town,16 Mar 2006,0,1,1
JH Kallis (SA),37.1,11,92,9,2.47,10.22,24.7,v England,Leeds,21 Aug 2003,0,1,1
RL Johnson (ENG),33.1,7,93,9,2.8,10.33,22.1,v Bangladesh,Chittagong,29 Oct 2003,0,1,1
SM Pollock (SA),60.5,25,94,9,1.54,10.44,40.5,v West Indies,Kingston,19 Apr 2001,0,1,1
DW Steyn (SA),40,12,99,9,2.47,11,26.6,v Sri Lanka,Galle,16 Jul 2014,0,1,1
Mohammad Asif (PAK),36.4,11,107,9,2.91,11.88,24.4,v New Zealand,Wellington,3 Dec 2009,0,1,1
PVD Chameera (SL),30,4,115,9,3.83,12.77,20,v New Zealand,Hamilton,18 Dec 2015,0,1,1
KJ Abbott (SA),35.5,6,118,9,3.29,13.11,23.8,v Australia,Hobart,12 Nov 2016,0,1,1
Robiul Islam (BDESH),57,12,155,9,2.71,17.22,38,v Zimbabwe,Harare,17 Apr 2013,0,1,1
I Sharma (INDIA),44,7,162,9,3.68,18,29.3,v New Zealand,Auckland,6 Feb 2014,0,1,1
AR Caddick (ENG),43,16,172,9,4,19.11,28.6,v New Zealand,Christchurch,13 Mar 2002,0,1,1
CL Cairns (NZ),48.3,7,187,9,3.85,20.77,32.3,v England,Nottingham,10 Jun 2004,0,1,1
RJ Harris (AUS),47,5,187,9,3.97,20.77,31.3,v England,Chester-le-Street,9 Aug 2013,0,1,1
SL Malinga (SL),58.4,9,210,9,3.57,23.33,39.1,v New Zealand,Napier,4 Apr 2005,0,1,1
GD McGrath (AUS),26.3,10,49,8,1.84,6.12,19.8,v South Africa,Johannesburg,22 Feb 2002,0,1,1
CA Walsh (WI),40,19,58,8,1.45,7.25,30,v England,Birmingham,15 Jun 2000,0,1,1
DW Steyn (SA),44,20,84,8,1.9,10.5,33,v Zimbabwe,Harare,9 Aug 2014,0,1,1
I Sharma (INDIA),34,7,86,8,2.52,10.75,25.5,v Sri Lanka,Colombo (SSC),28 Aug 2015,0,1,1
SR Clark (AUS),39,10,91,8,2.33,11.37,29.2,v West Indies,Kingston,22 May 2008,0,1,1
Mohammad Asif (PAK),47,14,94,8,2,11.75,35.2,v Australia,Sydney,3 Jan 2010,0,1,1
DW Steyn (SA),29.3,6,94,8,3.18,11.75,22.1,v West Indies,Port of Spain,10 Jun 2010,0,1,1
DJG Sammy (WI),38.3,9,98,8,2.54,12.25,28.8,v England,Manchester,7 Jun 2007,0,1,1
S Sreesanth (INDIA),35,11,99,8,2.82,12.37,26.2,v South Africa,Johannesburg,15 Dec 2006,0,1,1
SCJ Broad (ENG),34.1,11,99,8,2.89,12.37,25.6,v South Africa,Johannesburg,14 Jan 2016,0,1,1
JJC Lawson (WI),26.3,4,102,8,3.84,12.75,19.8,v Sri Lanka,Colombo (SSC),13 Jul 2005,0,1,1
Aizaz Cheema (PAK),40.1,16,103,8,2.56,12.87,30.1,v Zimbabwe,Bulawayo,1 Sep 2011,0,1,1
J Srinath (INDIA),47,15,104,8,2.21,13,35.2,v South Africa,Port Elizabeth,16 Nov 2001,0,1,1
SM Pollock (SA),53.4,22,104,8,1.93,13,40.2,v England,Nottingham,14 Aug 2003,0,1,1
Mohammad Sami (PAK),46.4,15,106,8,2.27,13.25,35,v New Zealand,Auckland,8 Mar 2001,0,1,1
B Lee (AUS),42,12,110,8,2.61,13.75,31.5,v West Indies,North Sound,30 May 2008,0,1,1
GD McGrath (AUS),43,13,114,8,2.65,14.25,32.2,v England,Lord's,19 Jul 2001,0,1,1
Shabbir Ahmed (PAK),40.5,8,119,8,2.91,14.87,30.6,v West Indies,Kingston,3 Jun 2005,0,1,1
TG Southee (NZ),42,9,120,8,2.85,15,31.5,v Sri Lanka,Colombo (PSS),25 Nov 2012,0,1,1
B Lee (AUS),41.4,10,123,8,2.95,15.37,31.2,v New Zealand,Hamilton,31 Mar 2000,0,1,1
D Gough (ENG),36,7,123,8,3.41,15.37,27,v Sri Lanka,Kandy,7 Mar 2001,0,1,1
TG Southee (NZ),42,9,132,8,3.14,16.5,31.5,v India,Bengaluru,31 Aug 2012,0,1,1
FH Edwards (WI),40.4,6,133,8,3.27,16.62,30.5,v New Zealand,Napier,19 Dec 2008,0,1,1
PM Siddle (AUS),47.5,16,135,8,2.82,16.87,35.8,v England,Nottingham,10 Jul 2013,0,1,1
SCJ Broad (ENG),40,7,136,8,3.4,17,30,v Australia,Brisbane,21 Nov 2013,0,1,1
GD McGrath (AUS),46.2,12,137,8,2.95,17.12,34.7,v England,Leeds,16 Aug 2001,0,1,1
Umar Gul (PAK),52.5,7,148,8,2.8,18.5,39.6,v New Zealand,Wellington,15 Jan 2011,0,1,1
CT Tremlett (ENG),47,7,150,8,3.19,18.75,35.2,v Australia,Perth,16 Dec 2010,0,1,1
Mohammad Asif (PAK),54,12,151,8,2.79,18.87,40.5,v New Zealand,Dunedin,24 Nov 2009,0,1,1
A Flintoff (ENG),48,9,156,8,3.25,19.5,36,v Pakistan,Multan,12 Nov 2005,0,1,1
AB Agarkar (INDIA),42.2,3,160,8,3.77,20,31.7,v Australia,Adelaide,12 Dec 2003,0,1,1
JM Anderson (ENG),43.3,2,161,8,3.7,20.12,32.6,v South Africa,Cape Town,3 Jan 2010,0,1,1
BA Stokes (ENG),29.5,1,161,8,5.39,20.12,22.3,v Australia,Sydney,3 Jan 2014,0,1,1
S Sreesanth (INDIA),43,7,188,8,4.37,23.5,32.2,v South Africa,Durban,26 Dec 2006,0,1,1
M Morkel (SA),49,9,196,8,4,24.5,36.7,v Australia,Adelaide,22 Nov 2012,0,1,1
MJ Hoggard (ENG),45.5,12,205,8,4.47,25.62,34.3,v New Zealand,Christchurch,13 Mar 2002,0,1,1
JR Hazlewood (AUS),25.5,13,56,7,2.16,8,22.1,v West Indies,Kingston,11 Jun 2015,0,1,1
TJ Friend (ZIM),29.4,9,57,7,1.92,8.14,25.4,v Bangladesh,Dhaka,8 Nov 2001,0,1,1
DW Steyn (SA),29.4,4,75,7,2.52,10.71,25.4,v Bangladesh,Dhaka,22 Feb 2008,0,1,1
JM Anderson (ENG),25.4,9,77,7,3,11,22,v West Indies,Bridgetown,1 May 2015,0,1,1
A Flintoff (ENG),29.2,6,78,7,2.65,11.14,25.1,v West Indies,Bridgetown,1 Apr 2004,0,1,1
VD Philander (SA),38.5,13,78,7,2,11.14,33.2,v England,Lord's,16 Aug 2012,0,1,1
M Morkel (SA),32.2,14,78,7,2.41,11.14,27.7,v Sri Lanka,Galle,16 Jul 2014,0,1,1
Waqar Younis (PAK),32.1,9,79,7,2.45,11.28,27.5,v Sri Lanka,Galle,21 Jun 2000,0,1,1
MJ Hoggard (ENG),46.5,20,86,7,1.83,12.28,40.1,v India,Nagpur,1 Mar 2006,0,1,1
GD McGrath (AUS),50.2,25,89,7,1.76,12.71,43.1,v New Zealand,Auckland,26 Mar 2005,0,1,1
RJ Harris (AUS),46.3,24,95,7,2.04,13.57,39.8,v South Africa,Cape Town,1 Mar 2014,0,1,1
SJ Harmison (ENG),36.1,10,101,7,2.79,14.42,31,v West Indies,Port of Spain,19 Mar 2004,0,1,1
DW Steyn (SA),33,9,101,7,3.06,14.42,28.2,v Bangladesh,Chittagong,29 Feb 2008,0,1,1
MJ Hoggard (ENG),50,17,103,7,2.06,14.71,42.8,v Bangladesh,Dhaka,21 Oct 2003,0,1,1
RJ Harris (AUS),44.1,10,103,7,2.33,14.71,37.8,v England,Lord's,18 Jul 2013,0,1,1
Khaled Mahmud (BDESH),41,10,105,7,2.56,15,35.1,v Pakistan,Multan,3 Sep 2003,0,1,1
SM Pollock (SA),51.2,21,105,7,2.04,15,44,v Pakistan,Faisalabad,24 Oct 2003,0,1,1
DW Steyn (SA),28.3,5,106,7,3.71,15.14,24.4,v Pakistan,Karachi,1 Oct 2007,0,1,1
A Flintoff (ICC),34,5,107,7,3.14,15.28,29.1,v Australia,Sydney,14 Oct 2005,0,1,1
CL Cairns (NZ),43.1,14,108,7,2.5,15.42,37,v Zimbabwe,Bulawayo,12 Sep 2000,0,1,1
JN Gillespie (AUS),34,10,109,7,3.2,15.57,29.1,v England,Lord's,19 Jul 2001,0,1,1
MJ Hoggard (ENG),42,6,109,7,2.59,15.57,36,v Australia,Adelaide,1 Dec 2006,0,1,1
GD McGrath (AUS),45.3,17,110,7,2.41,15.71,39,v England,The Oval,23 Aug 2001,0,1,1
DR Tuffey (NZ),43,9,110,7,2.55,15.71,36.8,v India,Mohali,16 Oct 2003,0,1,1
SE Bond (NZ),33,8,112,7,3.39,16,28.2,v West Indies,Bridgetown,21 Jun 2002,0,1,1
DW Steyn (SA),38.5,10,112,7,2.88,16,33.2,v Australia,Perth,30 Nov 2012,0,1,1
M Morkel (SA),37,8,113,7,3.05,16.14,31.7,v England,Leeds,18 Jul 2008,0,1,1
DBL Powell (WI),41.1,8,114,7,2.76,16.28,35.2,v Sri Lanka,Kandy,22 Jul 2005,0,1,1
PJ Cummins (AUS),44,8,117,7,2.65,16.71,37.7,v South Africa,Johannesburg,17 Nov 2011,0,1,1
Shoaib Akhtar (PAK),33.2,5,118,7,3.54,16.85,28.5,v Zimbabwe,Harare,9 Nov 2002,0,1,1
RAS Lakmal (SL),43.4,16,119,7,2.72,17,37.4,v India,Kolkata,16 Nov 2017,0,1,1
GD McGrath (AUS),53,20,121,7,2.28,17.28,45.4,v India,Kolkata,11 Mar 2001,0,1,1
BKV Prasad (INDIA),39,11,124,7,3.17,17.71,33.4,v Sri Lanka,Kandy,22 Aug 2001,0,1,1
JM Bird (AUS),31.5,9,125,7,3.92,17.85,27.2,v New Zealand,Christchurch,20 Feb 2016,0,1,1
JM Anderson (ENG),48.1,12,127,7,2.63,18.14,41.2,v Australia,Sydney,3 Jan 2011,0,1,1
SL Malinga (SL),34,5,130,7,3.82,18.57,29.1,v New Zealand,Wellington,15 Dec 2006,0,1,1
JM Anderson (ENG),35,6,130,7,3.71,18.57,30,v New Zealand,Wellington,13 Mar 2008,0,1,1
MJ Hoggard (ENG),47.3,13,134,7,2.82,19.14,40.7,v New Zealand,Auckland,30 Mar 2002,0,1,1
GD McGrath (AUS),56,16,134,7,2.39,19.14,48,v New Zealand,Christchurch,10 Mar 2005,0,1,1
B Lee (AUS),38,6,135,7,3.55,19.28,32.5,v West Indies,St John's,9 May 2003,0,1,1
I Sharma (INDIA),47,11,135,7,2.87,19.28,40.2,v England,Lord's,17 Jul 2014,0,1,1
CA Walsh (WI),73.4,33,141,7,1.91,20.14,63.1,v England,The Oval,31 Aug 2000,0,1,1
SR Clark (AUS),46,12,145,7,3.15,20.71,39.4,v South Africa,Johannesburg,31 Mar 2006,0,1,1
Mohammad Asif (PAK),41.5,6,145,7,3.46,20.71,35.8,v South Africa,Centurion,11 Jan 2007,0,1,1
M Ntini (SA),38,7,149,7,3.92,21.28,32.5,v England,The Oval,7 Aug 2008,0,1,1
DW Steyn (SA),51,13,155,7,3.03,22.14,43.7,v England,The Oval,19 Jul 2012,0,1,1
JE Taylor (WI),51,10,166,7,3.25,23.71,43.7,v Pakistan,Multan,19 Nov 2006,0,1,1
P Kumar (INDIA),58,13,169,7,2.91,24.14,49.7,v England,Nottingham,29 Jul 2011,0,1,1
K Rabada (SA),51,7,170,7,3.33,24.28,43.7,v Australia,Perth,3 Nov 2016,0,1,1
L Balaji (INDIA),39,6,171,7,4.38,24.42,33.4,v Pakistan,Rawalpindi,13 Apr 2004,0,1,1
DW Steyn (SA),46.3,9,173,7,3.72,24.71,39.8,v England,Leeds,18 Jul 2008,0,1,1
UT Yadav (INDIA),46,9,176,7,3.82,25.14,39.4,v Australia,Melbourne,26 Dec 2011,0,1,1
M Morkel (SA),46.3,8,179,7,3.84,25.57,39.8,v England,Lord's,6 Jul 2017,0,1,1
N Pradeep (SL),53,4,180,7,3.39,25.71,45.4,v New Zealand,Wellington,3 Jan 2015,0,1,1
ST Finn (ENG),50.3,9,182,7,3.6,26,43.2,v New Zealand,Auckland,22 Mar 2013,0,1,1
CBRLS Kumara (SL),37,1,184,7,4.97,26.28,31.7,v South Africa,Cape Town,2 Jan 2017,0,1,1
FH Edwards (WI),35.1,2,185,7,5.26,26.42,30.1,v Bangladesh,Khulna,21 Nov 2012,0,1,1
Umar Gul (PAK),49,5,199,7,4.06,28.42,42,v England,Leeds,4 Aug 2006,0,1,1
Sohail Khan (PAK),52,6,207,7,3.98,29.57,44.5,v England,Birmingham,3 Aug 2016,0,1,1
Yasir Arafat (PAK),52.3,8,210,7,4,30,45,v India,Bengaluru,8 Dec 2007,0,1,1
B Kumar (INDIA),35.4,16,46,6,1.28,7.66,35.6,v West Indies,Gros Islet,9 Aug 2016,0,1,1
BA Stokes (ENG),25.3,7,46,6,1.8,7.66,25.5,v Bangladesh,Chittagong,20 Oct 2016,0,1,1
M Morkel (SA),26.1,12,54,6,2.06,9,26.1,v India,Nagpur,25 Nov 2015,0,1,1
Waqar Younis (PAK),16.2,2,55,6,3.36,9.16,16.3,v Bangladesh,Dhaka,9 Jan 2002,0,1,1
SM Pollock (SA),31.4,12,67,6,2.11,11.16,31.6,v India,Mumbai,24 Feb 2000,0,1,1
JH Kallis (SA),36,17,67,6,1.86,11.16,36,v West Indies,Bridgetown,29 Mar 2001,0,1,1
SM Pollock (SA),35,7,67,6,1.91,11.16,35,v Sri Lanka,Galle,4 Aug 2004,0,1,1
PM Siddle (AUS),37.4,17,67,6,1.77,11.16,37.6,v England,The Oval,20 Aug 2015,0,1,1
M Morkel (SA),25,10,68,6,2.72,11.33,25,v West Indies,Port of Spain,10 Jun 2010,0,1,1
TL Best (WI),22.1,4,71,6,3.2,11.83,22.1,v Bangladesh,Khulna,21 Nov 2012,0,1,1
DW Steyn (SA),24,7,73,6,3.04,12.16,24,v West Indies,Bridgetown,26 Jun 2010,0,1,1
TT Bresnan (ENG),34.4,14,75,6,2.16,12.5,34.6,v Australia,Melbourne,26 Dec 2010,0,1,1
SJ Harmison (ENG),33.1,11,76,6,2.29,12.66,33.1,v West Indies,Bridgetown,1 Apr 2004,0,1,1
M Morkel (SA),36.4,13,77,6,2.1,12.83,36.6,v New Zealand,Wellington,23 Mar 2012,0,1,1
Mohammad Abbas (PAK),45,16,77,6,1.71,12.83,45,v West Indies,Roseau,10 May 2017,0,1,1
JN Gillespie (AUS),32.2,8,79,6,2.44,13.16,32.3,v West Indies,Georgetown,10 Apr 2003,0,1,1
JM Anderson (ENG),31.1,10,79,6,2.53,13.16,31.1,v India,Mumbai,18 Mar 2006,0,1,1
P Kumar (INDIA),34,8,80,6,2.35,13.33,34,v West Indies,Kingston,20 Jun 2011,0,1,1
SCJ Broad (ENG),31.2,8,83,6,2.64,13.83,31.3,v New Zealand,Wellington,14 Mar 2013,0,1,1
DJ Bravo (WI),27,7,84,6,3.11,14,27,v Australia,Adelaide,25 Nov 2005,0,1,1
MJ Hoggard (ENG),32,8,84,6,2.62,14,32,v Sri Lanka,Kandy,1 Dec 2007,0,1,1
JN Gillespie (AUS),45.2,12,86,6,1.89,14.33,45.3,v West Indies,Port of Spain,19 Apr 2003,0,1,1
HH Streak (ZIM),35.5,12,87,6,2.42,14.5,35.8,v England,Lord's,18 May 2000,0,1,1
DBL Powell (WI),29,6,87,6,3,14.5,29,v Bangladesh,Chittagong,16 Dec 2002,0,1,1
SCJ Broad (ENG),37,9,87,6,2.35,14.5,37,v South Africa,Durban,26 Dec 2009,0,1,1
KJ Abbott (SA),46.5,16,87,6,1.85,14.5,46.8,v India,Delhi,3 Dec 2015,0,1,1
SJ Harmison (ENG),36.1,8,89,6,2.46,14.83,36.1,v Pakistan,Multan,12 Nov 2005,0,1,1
CEL Stuart (WI),34.3,8,90,6,2.6,15,34.5,v Zimbabwe,Bulawayo,19 Jul 2001,0,1,1
A Flintoff (ENG),32,8,90,6,2.81,15,32,v South Africa,Centurion,21 Jan 2005,0,1,1
JM Anderson (ENG),46,17,90,6,1.95,15,46,v West Indies,St George's,21 Apr 2015,0,1,1
ST Finn (ENG),30.4,7,91,6,2.96,15.16,30.6,v South Africa,Durban,26 Dec 2015,0,1,1
SL Malinga (SL),29.1,6,92,6,3.15,15.33,29.1,v Australia,Darwin,1 Jul 2004,0,1,1
FH Edwards (WI),26.3,4,92,6,3.47,15.33,26.5,v England,Lord's,6 May 2009,0,1,1
RJ Harris (AUS),38,15,92,6,2.42,15.33,38,v Sri Lanka,Pallekele,8 Sep 2011,0,1,1
AR Caddick (ENG),45.3,14,94,6,2.06,15.66,45.5,v New Zealand,Wellington,21 Mar 2002,0,1,1
GD McGrath (AUS),45,18,94,6,2.08,15.66,45,v India,Bengaluru,6 Oct 2004,0,1,1
DJ Bravo (WI),38,9,96,6,2.52,16,38,v England,Manchester,12 Aug 2004,0,1,1
DT Hondo (ZIM),43,14,96,6,2.23,16,43,v Bangladesh,Dhaka,14 Jan 2005,0,1,1
RD King (WI),40.4,13,98,6,2.4,16.33,40.6,v Zimbabwe,Bulawayo,19 Jul 2001,0,1,1
CD Collymore (WI),39,12,99,6,2.53,16.5,39,v Zimbabwe,Bulawayo,12 Nov 2003,0,1,1
SP Jones (ENG),27,4,101,6,3.74,16.83,27,v West Indies,Port of Spain,19 Mar 2004,0,1,1
CS Martin (NZ),32,3,101,6,3.15,16.83,32,v South Africa,Johannesburg,5 May 2006,0,1,1
TL Best (WI),35.3,5,101,6,2.84,16.83,35.5,v Bangladesh,Dhaka,13 Nov 2012,0,1,1
Shoaib Akhtar (PAK),34.1,6,102,6,2.98,17,34.1,v India,Delhi,22 Nov 2007,0,1,1
B Kumar (INDIA),47,17,103,6,2.19,17.16,47,v England,Lord's,17 Jul 2014,0,1,1
PM Siddle (AUS),40.1,11,105,6,2.61,17.5,40.1,v India,Mohali,14 Mar 2013,0,1,1
RAS Lakmal (SL),32.1,7,105,6,3.26,17.5,32.1,v Bangladesh,Dhaka,27 Jan 2014,0,1,1
MJ Henry (NZ),40,8,105,6,2.62,17.5,40,v India,Kolkata,30 Sep 2016,0,1,1
GD McGrath (AUS),41.5,15,108,6,2.58,18,41.8,v New Zealand,Hamilton,31 Mar 2000,0,1,1
JR Hazlewood (AUS),35,7,109,6,3.11,18.16,35,v India,Bengaluru,4 Mar 2017,0,1,1
I Sharma (INDIA),34,9,110,6,3.23,18.33,34,v West Indies,Kingston,20 Jun 2011,0,1,1
VD Philander (SA),40.4,10,110,6,2.7,18.33,40.6,v New Zealand,Wellington,23 Mar 2012,0,1,1
D Gough (ENG),40.4,9,112,6,2.75,18.66,40.6,v Pakistan,Karachi,7 Dec 2000,0,1,1
Mohammad Asif (PAK),39,9,112,6,2.87,18.66,39,v Sri Lanka,Colombo (SSC),26 Mar 2006,0,1,1
JE Taylor (WI),31,5,112,6,3.61,18.66,31,v South Africa,Port Elizabeth,26 Dec 2007,0,1,1
Mohammad Abbas (PAK),48,12,113,6,2.35,18.83,48,v West Indies,Bridgetown,30 Apr 2017,0,1,1
B Lee (AUS),42.3,11,114,6,2.68,19,42.5,v South Africa,Johannesburg,31 Mar 2006,0,1,1
JR Hazlewood (AUS),43,9,117,6,2.72,19.5,43,v New Zealand,Wellington,12 Feb 2016,0,1,1
JM Anderson (ENG),53,12,117,6,2.2,19.5,53,v Australia,Adelaide,2 Dec 2017,0,1,1
Sohail Khan (PAK),35.4,3,118,6,3.3,19.66,35.6,v England,The Oval,11 Aug 2016,0,1,1
RJ Harris (AUS),41,7,119,6,2.9,19.83,41,v New Zealand,Wellington,19 Mar 2010,0,1,1
FH Edwards (WI),27,0,119,6,4.4,19.83,27,v Bangladesh,Dhaka,29 Oct 2011,0,1,1
PM Siddle (AUS),46,9,122,6,2.65,20.33,46,v South Africa,Johannesburg,26 Feb 2009,0,1,1
AA Donald (SA),45,10,123,6,2.73,20.5,45,v West Indies,Port of Spain,17 Mar 2001,0,1,1
A Flintoff (ENG),49.1,8,125,6,2.54,20.83,49.1,v South Africa,Cape Town,2 Jan 2005,0,1,1
ST Finn (ENG),33.4,1,125,6,3.71,20.83,33.6,v Australia,Brisbane,25 Nov 2010,0,1,1
KTGD Prasad (SL),42,8,125,6,2.97,20.83,42,v England,Leeds,20 Jun 2014,0,1,1
M Dillon (WI),36.4,5,126,6,3.43,21,36.6,v Australia,Adelaide,15 Dec 2000,0,1,1
JM Anderson (ENG),43.4,11,127,6,2.9,21.16,43.6,v India,Kolkata,5 Dec 2012,0,1,1
RAS Lakmal (SL),45,11,127,6,2.82,21.16,45,v South Africa,Port Elizabeth,26 Dec 2016,0,1,1
Imran Khan (PAK),41.1,9,128,6,3.1,21.33,41.1,v New Zealand,Hamilton,25 Nov 2016,0,1,1
CEL Stuart (WI),45,11,132,6,2.93,22,45,v Zimbabwe,Harare,27 Jul 2001,0,1,1
E Chigumbura (ZIM),44.1,9,133,6,3.01,22.16,44.1,v Bangladesh,Chittagong,6 Jan 2005,0,1,1
Mohammad Asif (PAK),44,10,133,6,3.02,22.16,44,v England,Nottingham,29 Jul 2010,0,1,1
M Morkel (SA),39.1,7,133,6,3.39,22.16,39.1,v England,Manchester,4 Aug 2017,0,1,1
B Lee (AUS),41.4,11,134,6,3.21,22.33,41.6,v South Africa,Durban,24 Mar 2006,0,1,1
B Lee (AUS),40,8,136,6,3.4,22.66,40,v New Zealand,Wellington,24 Mar 2000,0,1,1
DAJ Bracewell (NZ),48,14,136,6,2.83,22.66,48,v Zimbabwe,Bulawayo,1 Nov 2011,0,1,1
CS Martin (NZ),51,13,138,6,2.7,23,51,v India,Ahmedabad,4 Nov 2010,0,1,1
Robiul Islam (BDESH),53,16,138,6,2.6,23,53,v Zimbabwe,Harare,25 Apr 2013,0,1,1
NAM McLean (WI),51,11,140,6,2.74,23.33,51,v England,The Oval,31 Aug 2000,0,1,1
J Srinath (INDIA),54,13,140,6,2.59,23.33,54,v West Indies,Port of Spain,19 Apr 2002,0,1,1
CRD Fernando (SL),39,0,140,6,3.58,23.33,39,v South Africa,Centurion,15 Nov 2002,0,1,1
K Rabada (SA),43,11,141,6,3.27,23.5,43,v England,Manchester,4 Aug 2017,0,1,1
CRD Fernando (SL),36,4,142,6,3.94,23.66,36,v Pakistan,Faisalabad,20 Oct 2004,0,1,1
Abdul Razzaq (PAK),41.1,7,142,6,3.44,23.66,41.1,v India,Kolkata,16 Mar 2005,0,1,1
JM Anderson (ENG),41,8,143,6,3.48,23.83,41,v Australia,Adelaide,3 Dec 2010,0,1,1
CRD Fernando (SL),44,4,146,6,3.31,24.33,44,v South Africa,Durban,26 Dec 2000,0,1,1
R Rampaul (WI),40.4,4,151,6,3.71,25.16,40.6,v India,Mumbai,22 Nov 2011,0,1,1
I Sharma (INDIA),48.3,9,153,6,3.15,25.5,48.5,v West Indies,Roseau,6 Jul 2011,0,1,1
A Nel (SA),51,9,155,6,3.03,25.83,51,v Australia,Melbourne,26 Dec 2005,0,1,1
A Flintoff (ENG),39,7,157,6,4.02,26.16,39,v New Zealand,Auckland,30 Mar 2002,0,1,1
JL Pattinson (AUS),41,10,158,6,3.85,26.33,41,v New Zealand,Christchurch,20 Feb 2016,0,1,1
RAS Lakmal (SL),46.5,6,162,6,3.45,27,46.8,v South Africa,Cape Town,2 Jan 2017,0,1,1
KAJ Roach (WI),38,5,168,6,4.42,28,38,v England,Lord's,17 May 2012,0,1,1
ST Gabriel (WI),40,4,171,6,4.27,28.5,40,v New Zealand,Hamilton,9 Dec 2017,0,1,1
K Rabada (SA),48,9,173,6,3.6,28.83,48,v England,Lord's,6 Jul 2017,0,1,1
P Kumar (INDIA),60.3,12,176,6,2.9,29.33,60.5,v England,Lord's,21 Jul 2011,0,1,1
ST Gabriel (WI),43,7,176,6,4.09,29.33,43,v England,Leeds,25 Aug 2017,0,1,1
M Ntini (SA),53,11,177,6,3.33,29.5,53,v Australia,Perth,16 Dec 2005,0,1,1
FH Edwards (WI),50.3,8,185,6,3.66,30.83,50.5,v Zimbabwe,Harare,4 Nov 2003,0,1,1
MJ Henry (NZ),53.5,6,199,6,3.69,33.16,53.8,v England,Lord's,21 May 2015,0,1,1
AR Caddick (ENG),58,11,203,6,3.5,33.83,58,v Australia,Brisbane,7 Nov 2002,0,1,1
I Sharma (INDIA),62,7,215,6,3.46,35.83,62,v New Zealand,Wellington,14 Feb 2014,0,1,1
Mohammed Shami (INDIA),59.5,10,219,6,3.66,36.5,59.8,v New Zealand,Wellington,14 Feb 2014,0,1,1
RMS Eranga (SL),48,10,226,6,4.7,37.66,48,v England,Lord's,12 Jun 2014,0,1,1
Mohammed Shami (INDIA),57,8,230,6,4.03,38.33,57,v Australia,Melbourne,26 Dec 2014,0,1,1
JH Kallis (SA),14,4,30,5,2.14,6,16.8,v Bangladesh,Dhaka,22 Feb 2008,0,1,1
GD McGrath (AUS),36.1,22,44,5,1.21,8.8,43.4,v India,Mumbai,27 Feb 2001,0,1,1
JR Hazlewood (AUS),31,14,50,5,1.61,10,37.2,v West Indies,Roseau,3 Jun 2015,0,1,1
CEL Ambrose (WI),36.2,17,52,5,1.43,10.4,43.6,v England,Lord's,29 Jun 2000,0,1,1
VD Philander (SA),26.1,11,52,5,1.98,10.4,31.4,v Australia,Hobart,12 Nov 2016,0,1,1
KM Jarvis (ZIM),17.2,4,54,5,3.11,10.8,20.8,v West Indies,Bridgetown,12 Mar 2013,0,1,1
