overs,mdns,runs,wkts,econ,ave,strike_rate,opposition,ground,home_away,bowling_arm,pace_spin,player,country,year,balls,year1_mtchs_pld,year2_mtchs_pld,year3_mtchs_pld,year4_mtchs_pld,year5_mtchs_pld,year1_wkts_pm,year2_wkts_pm,year3_wkts_pm,year4_wkts_pm,year5_wkts_pm,bowler_agnst_oppo,oppo_agnst_bowl_typ,bowl_home_adv,ground_bowl_typ
11,1,50,0,4.54,1000,1000,South Africa,Centurion,0,0,0,AF Giles,England,2005,66,10,7,8,6,0,3.8,3.28571428571429,2.75,1.66666666666667,0,0.555555555555556,0.82046178343949,0.543055555555556,0.65
16,3,58,1,3.62,58,96,England,Centurion,1,1,1,AJ Hall,South Africa,2005,96,4,5,3,0,0,1.5,3,1,0,0,1.6,0.977739039484006,0.25,1.05147058823529
21,11,30,2,1.42,15,63,England,Centurion,1,1,1,SM Pollock,South Africa,2005,126,11,6,3,11,11,3.90909090909091,4.16666666666667,2.66666666666667,4.27272727272727,3.72727272727273,0.960365853658537,0.977739039484006,0.522968197879859,1.05147058823529
39,14,104,3,2.66,34.66,78,England,Centurion,1,1,1,M Ntini,South Africa,2005,234,11,7,5,8,5,3.27272727272727,5.71428571428571,4.6,2.25,3.2,1.19871106337272,0.977739039484006,0.620806794055202,1.05147058823529
41,12,105,6,2.56,17.5,41,England,Centurion,1,1,1,A Nel,South Africa,2005,246,4,2,1,0,0,3.5,5.5,2,0,0,1,0.977739039484006,0.761904761904762,1.05147058823529
32,8,90,6,2.81,15,32,South Africa,Centurion,0,1,1,A Flintoff,England,2005,192,13,8,8,3,1,3.07692307692308,2.25,2.25,2,1,0.965576592082616,0.999937798566879,0.563318777292576,1.05147058823529
32,6,115,2,3.59,57.5,96,South Africa,Centurion,0,1,1,MJ Hoggard,England,2005,192,13,2,12,3,1,3.38461538461538,2.5,3.83333333333333,3,0,1.34134615384615,0.999937798566879,0.483870967741935,1.05147058823529
34.3,5,121,5,3.5,24.2,41.4,South Africa,Centurion,0,1,1,SP Jones,England,2005,207,8,0,1,0,0,2.75,0,4,0,0,1.21153846153846,0.999937798566879,0.485714285714286,1.05147058823529
33,4,138,2,4.18,69,99,South Africa,Centurion,0,1,1,SJ Harmison,England,2005,198,13,5,4,0,0,5.15384615384615,2.2,2.5,0,0,0.583333333333333,0.999937798566879,0.465408805031447,1.05147058823529
11.2,6,15,1,1.32,15,68,India,Chennai,0,1,0,HMCM Bandara,Sri Lanka,2005,68,0,0,0,0,0,0,0,0,0,0,1,0.952544031311155,0.5,1.52464403066813
25,6,60,2,2.4,30,75,India,Chennai,0,1,0,M Muralitharan,Sri Lanka,2005,150,4,7,4,10,4,8.25,6.85714285714286,3.75,6.1,9.25,1.14604810996564,0.952544031311155,0.374257425742574,1.52464403066813
15,3,41,3,2.73,13.66,30,Sri Lanka,Chennai,1,1,0,A Kumble,India,2005,90,7,4,8,5,3,6.85714285714286,5.25,4.125,4.6,4,1,0.96523178807947,0.584295612009238,1.52464403066813
21,14,20,4,0.95,5,31.5,India,Chennai,0,0,1,WPUJC Vaas,Sri Lanka,2005,126,7,7,5,10,4,3.71428571428571,3.14285714285714,1.8,5.2,1.25,0.868421052631579,0.635029354207436,0.311111111111111,0.556070435588508
16,4,58,1,3.62,58,96,India,Chennai,0,1,1,CRD Fernando,Sri Lanka,2005,96,0,1,3,5,1,0,4,3.33333333333333,2.2,6,0.967741935483871,1.09153250341232,0.48,0.556070435588508
10,3,29,0,2.9,1000,1000,Sri Lanka,Chennai,1,1,1,AB Agarkar,India,2005,60,2,3,5,2,1,0.5,5,1.8,2,0,1,0.978731533367295,0.388235294117647,0.556070435588508
53.5,13,161,6,2.99,26.83,53.8,Australia,Christchurch,1,0,0,DL Vettori,New Zealand,2005,319,7,3,4,3,2,2.57142857142857,2.66666666666667,3.25,4.33333333333333,6.5,1.5032967032967,1.12015250544662,0.467256637168142,0.142857142857143
54,9,151,7,2.79,21.57,46.2,New Zealand,Christchurch,0,1,0,SK Warne,Australia,2005,324,10,0,7,13,4,5.8,0,5.28571428571429,4.30769230769231,3.75,0.819277108433735,0.985819070904645,0.59214501510574,0.142857142857143
26,5,102,2,3.92,51,78,Australia,Christchurch,1,0,1,JEC Franklin,New Zealand,2005,156,2,0,0,0,0,3,0,0,0,0,0,0.787799564270152,0.5,1.21428571428571
14,3,73,1,5.21,73,84,Australia,Christchurch,1,1,1,IE O'Brien,New Zealand,2005,84,0,0,0,0,0,0,0,0,0,0,1,0.840114379084967,0.5,1.21428571428571
29,6,104,1,3.58,104,174,Australia,Christchurch,1,1,1,CS Martin,New Zealand,2005,174,6,0,1,1,3,4.83333333333333,0,2,1,3.33333333333333,0.523809523809524,0.840114379084967,0.707964601769911,1.21428571428571
14,6,32,1,2.28,32,84,Australia,Christchurch,1,1,1,NJ Astle,New Zealand,2005,84,0,0,2,2,4,0,0,1.5,0.5,0.5,0.444444444444444,0.840114379084967,0.625,1.21428571428571
41,7,125,3,3.04,41.66,82,New Zealand,Christchurch,0,1,1,JN Gillespie,Australia,2005,246,12,7,7,13,3,4,3.57142857142857,3.42857142857143,3.61538461538462,6,0.985185185185185,1.00892420537897,0.507075471698113,1.21428571428571
35,9,118,2,3.37,59,105,New Zealand,Christchurch,0,1,1,MS Kasprowicz,Australia,2005,210,11,0,0,1,0,2.90909090909091,0,0,2,0,1.41176470588235,1.00892420537897,0.36,1.21428571428571
56,16,134,7,2.39,19.14,48,New Zealand,Christchurch,0,1,1,GD McGrath,Australia,2005,336,8,2,8,14,8,3.75,1.5,4.375,4.85714285714286,4.5,0.668604651162791,1.00892420537897,0.523255813953488,1.21428571428571
16,3,70,2,4.37,35,48,Sri Lanka,Colombo (SSC),0,1,0,OAC Banks,West Indies,2005,96,2,4,0,0,0,1.5,2.25,0,0,0,0.75,0.96523178807947,0.4,1.07584076870281
14,1,52,0,3.71,1000,1000,West Indies,Colombo (SSC),1,0,0,HMRKB Herath,Sri Lanka,2005,84,2,0,0,0,0,3.5,0,0,0,0,1,0.921810699588477,0.5,1.07584076870281
50,16,92,7,1.84,13.14,42.8,West Indies,Colombo (SSC),1,1,0,M Muralitharan,Sri Lanka,2005,300,4,7,4,10,4,8.25,6.85714285714286,3.75,6.1,9.25,0.98659793814433,1.15904139433551,0.625742574257426,1.07584076870281
13,4,31,2,2.38,15.5,39,Sri Lanka,Colombo (SSC),0,1,1,DBL Powell,West Indies,2005,78,0,0,2,0,0,0,0,3,0,0,1,0.978731533367295,0.5,0.932826747720365
11,1,47,1,4.27,47,66,Sri Lanka,Colombo (SSC),0,1,1,TL Best,West Indies,2005,66,5,1,0,0,0,2.4,0,0,0,0,1,0.978731533367295,0.3125,0.932826747720365
26.3,4,102,8,3.84,12.75,19.8,Sri Lanka,Colombo (SSC),0,1,1,JJC Lawson,West Indies,2005,159,2,3,2,0,0,4,4,2,0,0,1,0.978731533367295,0.428571428571429,0.932826747720365
34.4,13,50,7,1.44,7.14,29.7,West Indies,Colombo (SSC),1,0,1,WPUJC Vaas,Sri Lanka,2005,208,7,7,5,10,4,3.71428571428571,3.14285714285714,1.8,5.2,1.25,1.73684210526316,1.02222222222222,0.688888888888889,0.932826747720365
10,1,49,2,4.9,24.5,30,West Indies,Colombo (SSC),1,0,1,G Wijekoon,Sri Lanka,2005,60,0,0,0,0,0,0,0,0,0,0,1,1.02222222222222,0.5,0.932826747720365
26,6,93,4,3.57,23.25,39,West Indies,Colombo (SSC),1,1,1,SL Malinga,Sri Lanka,2005,156,3,0,0,0,0,4.66666666666667,0,0,0,0,1,0.967320261437909,0.444444444444444,0.932826747720365
37,3,128,3,3.45,42.66,74,India,Delhi,0,1,0,HMCM Bandara,Sri Lanka,2005,222,0,0,0,0,0,0,0,0,0,0,1,0.952544031311155,0.5,1
76.4,13,218,8,2.84,27.25,57.5,India,Delhi,0,1,0,M Muralitharan,Sri Lanka,2005,460,4,7,4,10,4,8.25,6.85714285714286,3.75,6.1,9.25,1.14604810996564,0.952544031311155,0.374257425742574,1
40.5,5,137,4,3.35,34.25,61.2,Sri Lanka,Delhi,1,1,0,Harbhajan Singh,India,2005,245,5,3,11,9,0,6.8,2.33333333333333,4.45454545454545,5.66666666666667,0,0.297872340425532,0.96523178807947,0.686274509803922,1
64,13,157,10,2.45,15.7,38.4,Sri Lanka,Delhi,1,1,0,A Kumble,India,2005,384,7,4,8,5,3,6.85714285714286,5.25,4.125,4.6,4,1,0.96523178807947,0.584295612009238,1
43,9,142,3,3.3,47.33,86,India,Delhi,0,0,1,WPUJC Vaas,Sri Lanka,2005,258,7,7,5,10,4,3.71428571428571,3.14285714285714,1.8,5.2,1.25,0.868421052631579,0.635029354207436,0.311111111111111,1
40,10,118,1,2.95,118,240,India,Delhi,0,1,1,CRD Fernando,Sri Lanka,2005,240,0,1,3,5,1,0,4,3.33333333333333,2.2,6,0.967741935483871,1.09153250341232,0.48,1
