Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
CL Cairns (NZ),39.3,4,155,4,3.92,38.75,59.2,v Australia,Wellington,24 Mar 2000,1,1,1
R Rampaul (WI),50.2,10,155,4,3.07,38.75,75.5,v Pakistan,Basseterre,20 May 2011,1,1,1
JE Taylor (WI),37,4,158,4,4.27,39.5,55.5,v India,Basseterre,22 Jun 2006,1,1,1
M Morkel (SA),38.4,4,158,4,4.08,39.5,58,v Australia,Johannesburg,26 Feb 2009,1,1,1
DW Steyn (SA),41.2,4,158,4,3.82,39.5,62,v Australia,Durban,6 Mar 2009,1,1,1
JM Bird (AUS),45,7,159,4,3.53,39.75,67.5,v Pakistan,Melbourne,26 Dec 2016,1,1,1
M Ntini (SA),43,5,162,4,3.76,40.5,64.5,v New Zealand,Cape Town,27 Apr 2006,1,1,1
CS Martin (NZ),37,3,164,4,4.43,41,55.5,v Bangladesh,Hamilton,15 Feb 2010,1,1,1
A Sanford (WI),45.4,12,169,4,3.7,42.25,68.5,v New Zealand,Bridgetown,21 Jun 2002,1,1,1
TT Bresnan (ENG),50.2,14,169,4,3.35,42.25,75.5,v Bangladesh,Lord's,27 May 2010,1,1,1
SJ Harmison (ENG),45,6,170,4,3.77,42.5,67.5,v West Indies,Chester-le-Street,15 Jun 2007,1,1,1
JM Anderson (ENG),59,18,170,4,2.88,42.5,88.5,v India,Nottingham,9 Jul 2014,1,1,1
CS Martin (NZ),34,3,171,4,5.02,42.75,51,v Pakistan,Auckland,8 Mar 2001,1,1,1
A Flintoff (ENG),38,6,173,4,4.55,43.25,57,v Australia,Lord's,21 Jul 2005,1,1,1
CS Martin (NZ),54,13,175,4,3.24,43.75,81,v India,Napier,26 Mar 2009,1,1,1
A Flintoff (ENG),68.3,13,186,4,2.71,46.5,102.7,v Sri Lanka,Lord's,11 May 2006,1,1,1
M Ntini (SA),41,5,187,4,4.56,46.75,61.5,v West Indies,Cape Town,2 Jan 2004,1,1,1
AR Caddick (ENG),40,6,188,4,4.7,47,60,v Australia,Leeds,16 Aug 2001,1,1,1
M Dillon (WI),47.1,1,188,4,3.98,47,70.7,v Australia,Port of Spain,19 Apr 2003,1,1,1
IE O'Brien (NZ),47,9,189,4,4.02,47.25,70.5,v India,Wellington,3 Apr 2009,1,1,1
CBRLS Kumara (SL),37.1,4,190,4,5.11,47.5,55.7,v India,Galle,26 Jul 2017,1,1,1
B Lee (AUS),49,10,200,4,4.08,50,73.5,v India,Melbourne,26 Dec 2003,1,1,1
Mohammad Sami (PAK),49,7,209,4,4.26,52.25,73.5,v India,Lahore,5 Apr 2004,1,1,1
S Sreesanth (INDIA),48,6,209,4,4.35,52.25,72,v New Zealand,Hyderabad (Deccan),12 Nov 2010,1,1,1
K Rabada (SA),42.5,4,232,4,5.41,58,64.2,v England,Cape Town,2 Jan 2016,1,1,1
B Lee (AUS),51.5,7,276,4,5.32,69,77.7,v India,Sydney,2 Jan 2004,1,1,1
S van Zyl (SA),10.1,3,20,3,1.96,6.66,20.3,v England,Durban,26 Dec 2015,1,1,1
PM Siddle (AUS),13,4,23,3,1.76,7.66,26,v England,Sydney,3 Jan 2014,1,1,1
CL Cairns (NZ),15,7,24,3,1.6,8,30,v Bangladesh,Wellington,26 Dec 2001,1,1,1
H Masakadza (ZIM),11,1,24,3,2.18,8,22,v Bangladesh,Harare,25 Apr 2013,1,1,1
A Flintoff (ENG),10,4,25,3,2.5,8.33,20,v West Indies,Lord's,22 Jul 2004,1,1,1
M Ngam (SA),13,3,26,3,2,8.66,26,v Sri Lanka,Cape Town,2 Jan 2001,1,1,1
DAJ Bracewell (NZ),10,4,26,3,2.6,8.66,20,v Zimbabwe,Napier,26 Jan 2012,1,1,1
M Ntini (SA),18,9,29,3,1.61,9.66,36,v New Zealand,Johannesburg,8 Dec 2000,1,1,1
SP Jones (ENG),11,3,29,3,2.63,9.66,22,v Bangladesh,Lord's,26 May 2005,1,1,1
CR Woakes (ENG),14,7,30,3,2.14,10,28,v India,The Oval,15 Aug 2014,1,1,1
B Kumar (INDIA),10,1,31,3,3.1,10.33,20,v Australia,Mohali,14 Mar 2013,1,1,1
CR Woakes (ENG),17.1,5,31,3,1.8,10.33,34.3,v Sri Lanka,Lord's,9 Jun 2016,1,1,1
CJ Jordan (ENG),14,7,32,3,2.28,10.66,28,v India,The Oval,15 Aug 2014,1,1,1
JM Kemp (SA),13,2,33,3,2.53,11,26,v Sri Lanka,Centurion,20 Jan 2001,1,1,1
M Morkel (SA),23,12,34,3,1.47,11.33,46,v India,Johannesburg,18 Dec 2013,1,1,1
JM Anderson (ENG),15,6,34,3,2.26,11.33,30,v West Indies,Birmingham,17 Aug 2017,1,1,1
LE Plunkett (ENG),12,1,35,3,2.91,11.66,24,v West Indies,Leeds,25 May 2007,1,1,1
JH Kallis (SA),14.5,2,35,3,2.35,11.66,29.6,v Sri Lanka,Cape Town,3 Jan 2012,1,1,1
RJ Harris (AUS),14,5,36,3,2.57,12,28,v England,Sydney,3 Jan 2014,1,1,1
Waqar Younis (PAK),16,3,38,3,2.37,12.66,32,v Sri Lanka,Peshawar,5 Mar 2000,1,1,1
G Onions (ENG),11,1,41,3,3.72,13.66,22,v Australia,Lord's,16 Jul 2009,1,1,1
JDS Neesham (NZ),11,0,42,3,3.81,14,22,v Sri Lanka,Wellington,3 Jan 2015,1,1,1
KAJ Roach (WI),23,10,43,3,1.86,14.33,46,v Zimbabwe,Bridgetown,12 Mar 2013,1,1,1
JN Gillespie (AUS),28,14,45,3,1.6,15,56,v New Zealand,Hobart,22 Nov 2001,1,1,1
A Shahzad (ENG),10,2,45,3,4.5,15,20,v Bangladesh,Manchester,4 Jun 2010,1,1,1
JM Anderson (ENG),23,10,45,3,1.95,15,46,v Pakistan,Lord's,26 Aug 2010,1,1,1
JM Anderson (ENG),14,3,46,3,3.28,15.33,28,v India,Manchester,7 Aug 2014,1,1,1
M Dillon (WI),18.2,4,47,3,2.56,15.66,36.6,v South Africa,St John's,6 Apr 2001,1,1,1
Shoaib Akhtar (PAK),21.2,7,47,3,2.2,15.66,42.6,v India,Rawalpindi,13 Apr 2004,1,1,1
A Sanford (WI),19,8,48,3,2.52,16,38,v India,Kingston,18 May 2002,1,1,1
SCJ Broad (ENG),25.1,6,49,3,1.94,16.33,50.3,v India,The Oval,15 Aug 2014,1,1,1
ST Finn (ENG),13,5,50,3,3.84,16.66,26,v Pakistan,Nottingham,29 Jul 2010,1,1,1
JH Kallis (SA),12,0,51,3,4.25,17,24,v Australia,Cape Town,16 Mar 2006,1,1,1
RMS Eranga (SL),16,5,51,3,3.18,17,32,v New Zealand,Galle,17 Nov 2012,1,1,1
JM Anderson (ENG),26,9,51,3,1.96,17,52,v South Africa,The Oval,27 Jul 2017,1,1,1
SM Pollock (SA),31.3,9,52,3,1.65,17.33,63,v Pakistan,Durban,26 Dec 2002,1,1,1
JN Gillespie (AUS),25.3,9,52,3,2.03,17.33,51,v Zimbabwe,Perth,9 Oct 2003,1,1,1
C de Grandhomme (NZ),23,7,52,3,2.26,17.33,46,v South Africa,Wellington,16 Mar 2017,1,1,1
SM Pollock (SA),20,7,53,3,2.65,17.66,40,v England,Centurion,14 Jan 2000,1,1,1
KD Mills (NZ),19.4,7,53,3,2.69,17.66,39.3,v West Indies,Wellington,17 Mar 2006,1,1,1
B Kumar (INDIA),15,2,53,3,3.53,17.66,30,v Australia,Hyderabad (Deccan),2 Mar 2013,1,1,1
SJ Harmison (ENG),16,5,54,3,3.37,18,32,v Australia,The Oval,20 Aug 2009,1,1,1
RAS Lakmal (SL),17,2,55,3,3.23,18.33,34,v Australia,Galle,31 Aug 2011,1,1,1
JN Gillespie (AUS),18.4,6,56,3,3,18.66,37.3,v New Zealand,Brisbane,8 Nov 2001,1,1,1
CD McMillan (NZ),23,10,57,3,2.47,19,46,v Australia,Wellington,24 Mar 2000,1,1,1
CE Cuffy (WI),27,6,57,3,2.11,19,54,v India,Georgetown,11 Apr 2002,1,1,1
TL Best (WI),19,1,57,3,3,19,38,v England,Kingston,11 Mar 2004,1,1,1
CL Cairns (NZ),15,4,58,3,3.86,19.33,30,v England,Christchurch,13 Mar 2002,1,1,1
A Flintoff (ENG),15,2,58,3,3.86,19.33,30,v Bangladesh,Chester-le-Street,3 Jun 2005,1,1,1
Mohammed Shami (INDIA),28,8,58,3,2.07,19.33,56,v England,Visakhapatnam,17 Nov 2016,1,1,1
RAP Nissanka (SL),26.5,9,59,3,2.19,19.66,53.6,v New Zealand,Kandy,3 May 2003,1,1,1
MJ Hoggard (ENG),33,13,59,3,1.78,19.66,66,v Zimbabwe,Lord's,22 May 2003,1,1,1
A Nel (SA),28,13,59,3,2.1,19.66,56,v Zimbabwe,Centurion,11 Mar 2005,1,1,1
MR Marsh (AUS),14,2,59,3,4.21,19.66,28,v New Zealand,Adelaide,27 Nov 2015,1,1,1
ST Finn (ENG),18,1,59,3,3.27,19.66,36,v Sri Lanka,Lord's,9 Jun 2016,1,1,1
I Sharma (INDIA),31,8,59,3,1.9,19.66,62,v England,Chennai,16 Dec 2016,1,1,1
Mashrafe Mortaza (BDESH),26,5,60,3,2.3,20,52,v India,Chittagong,17 Dec 2004,1,1,1
CRD Fernando (SL),17,2,60,3,3.52,20,34,v Bangladesh,Colombo (PSS),3 Jul 2007,1,1,1
M Hayward (SA),17.1,3,61,3,3.55,20.33,34.3,v England,Centurion,14 Jan 2000,1,1,1
CRD Fernando (SL),26,7,61,3,2.34,20.33,52,v Bangladesh,Colombo (SSC),25 Jun 2007,1,1,1
SCJ Broad (ENG),16,2,62,3,3.87,20.66,32,v West Indies,Chester-le-Street,14 May 2009,1,1,1
M Morkel (SA),28.4,12,62,3,2.16,20.66,57.3,v New Zealand,Port Elizabeth,11 Jan 2013,1,1,1
HH Streak (ZIM),24,7,63,3,2.62,21,48,v India,Bulawayo,7 Jun 2001,1,1,1
VD Philander (SA),21,3,63,3,3,21,42,v Australia,Cape Town,9 Nov 2011,1,1,1
PM Siddle (AUS),21.1,2,63,3,2.97,21,42.3,v India,Melbourne,26 Dec 2011,1,1,1
TS Roland-Jones (ENG),22,8,63,3,2.86,21,44,v West Indies,Lord's,7 Sep 2017,1,1,1
M Dillon (WI),27,5,64,3,2.37,21.33,54,v South Africa,Georgetown,9 Mar 2001,1,1,1
CRD Fernando (SL),21,7,64,3,3.04,21.33,42,v Bangladesh,Colombo (PSS),21 Jul 2002,1,1,1
KD Mills (NZ),24,6,64,3,2.66,21.33,48,v West Indies,Dunedin,11 Dec 2008,1,1,1
D Gough (ENG),20,2,66,3,3.3,22,40,v Zimbabwe,Nottingham,1 Jun 2000,1,1,1
JM Anderson (ENG),28,8,66,3,2.35,22,56,v Sri Lanka,Cardiff,26 May 2011,1,1,1
Abdul Razzaq (PAK),28,10,67,3,2.39,22.33,56,v West Indies,Karachi,27 Nov 2006,1,1,1
DW Steyn (SA),30,6,67,3,2.23,22.33,60,v New Zealand,Cape Town,2 Jan 2013,1,1,1
HK Olonga (ZIM),20,4,69,3,3.45,23,40,v Pakistan,Bulawayo,16 Nov 2002,1,1,1
MA Wood (ENG),17.4,3,69,3,3.9,23,35.3,v Australia,Nottingham,6 Aug 2015,1,1,1
AS Joseph (WI),24,6,69,3,2.87,23,48,v India,Gros Islet,9 Aug 2016,1,1,1
UT Yadav (INDIA),23,2,70,3,3.04,23.33,46,v England,Ahmedabad,15 Nov 2012,1,1,1
J Srinath (INDIA),23,4,71,3,3.08,23.66,46,v South Africa,Mumbai,24 Feb 2000,1,1,1
SJ Harmison (ENG),28,9,71,3,2.53,23.66,56,v Zimbabwe,Lord's,22 May 2003,1,1,1
TL Best (WI),28,5,71,3,2.53,23.66,56,v England,Port of Spain,19 Mar 2004,1,1,1
AS Joseph (WI),31,8,71,3,2.29,23.66,62,v Pakistan,Kingston,21 Apr 2017,1,1,1
JO Holder (WI),32,9,71,3,2.21,23.66,64,v Pakistan,Roseau,10 May 2017,1,1,1
FH Edwards (WI),19.3,3,72,3,3.69,24,39,v England,Kingston,11 Mar 2004,1,1,1
SR Watson (AUS),23,7,72,3,3.13,24,46,v West Indies,Adelaide,4 Dec 2009,1,1,1
I Sharma (INDIA),30,8,72,3,2.4,24,60,v Australia,Mohali,14 Mar 2013,1,1,1
AB McDonald (AUS),35,14,73,3,2.08,24.33,70,v South Africa,Sydney,3 Jan 2009,1,1,1
Abdul Razzaq (PAK),20,0,74,3,3.7,24.66,40,v England,Faisalabad,29 Nov 2000,1,1,1
SL Malinga (SL),25,6,74,3,2.96,24.66,50,v Pakistan,Colombo (SSC),26 Mar 2006,1,1,1
JE Taylor (WI),20,4,74,3,3.7,24.66,40,v England,Kingston,4 Feb 2009,1,1,1
JH Kallis (SA),28,11,75,3,2.67,25,56,v Sri Lanka,Johannesburg,8 Nov 2002,1,1,1
M Ntini (SA),28,6,75,3,2.67,25,56,v England,Port Elizabeth,17 Dec 2004,1,1,1
RAS Lakmal (SL),33,12,75,3,2.27,25,66,v South Africa,Galle,16 Jul 2014,1,1,1
ST Gabriel (WI),30,11,75,3,2.5,25,60,v Bangladesh,Kingstown,5 Sep 2014,1,1,1
Shahadat Hossain (BDESH),18,1,76,3,4.22,25.33,36,v India,Chittagong,18 May 2007,1,1,1
JM Anderson (ENG),30.5,9,76,3,2.46,25.33,61.6,v Australia,Cardiff,8 Jul 2015,1,1,1
M Morkel (SA),20,1,76,3,3.8,25.33,40,v England,Johannesburg,14 Jan 2016,1,1,1
JN Gillespie (AUS),32.2,12,78,3,2.41,26,64.6,v England,Perth,29 Nov 2002,1,1,1
SL Malinga (SL),24,3,78,3,3.25,26,48,v England,Colombo (SSC),9 Dec 2007,1,1,1
M Morkel (SA),31,6,78,3,2.51,26,62,v England,Durban,26 Dec 2009,1,1,1
KMDN Kulasekara (SL),28,6,79,3,2.82,26.33,56,v Pakistan,Kandy,3 Apr 2006,1,1,1
RMS Eranga (SL),29.4,5,79,3,2.66,26.33,59.3,v Bangladesh,Colombo (RPS),16 Mar 2013,1,1,1
CT Tremlett (ENG),40,13,80,3,2,26.66,80,v India,Nottingham,27 Jul 2007,1,1,1
TT Bresnan (ENG),24,4,80,3,3.33,26.66,48,v West Indies,Chester-le-Street,14 May 2009,1,1,1
JM Anderson (ENG),32,10,80,3,2.5,26.66,64,v Australia,Lord's,18 Jul 2013,1,1,1
N Pradeep (SL),32,8,80,3,2.5,26.66,64,v Pakistan,Pallekele,3 Jul 2015,1,1,1
MKGCP Lakshitha (SL),24,7,81,3,3.37,27,48,v Bangladesh,Colombo (SSC),28 Jul 2002,1,1,1
S Elworthy (SA),25.3,6,81,3,3.17,27,51,v Sri Lanka,Johannesburg,8 Nov 2002,1,1,1
BT Watambwa (ZIM),30,7,82,3,2.73,27.33,60,v Bangladesh,Bulawayo,19 Apr 2001,1,1,1
Abdul Razzaq (PAK),29,5,82,3,2.82,27.33,58,v Sri Lanka,Lahore,6 Mar 2002,1,1,1
M Morkel (SA),18,2,82,3,4.55,27.33,36,v Australia,Cape Town,9 Nov 2011,1,1,1
CR Woakes (ENG),30,8,82,3,2.73,27.33,60,v Pakistan,The Oval,11 Aug 2016,1,1,1
M Ntini (SA),38,13,83,3,2.18,27.66,76,v New Zealand,Port Elizabeth,30 Nov 2000,1,1,1
M Morkel (SA),39.3,12,84,3,2.12,28,79,v India,Durban,26 Dec 2013,1,1,1
A Nel (SA),25.4,7,85,3,3.31,28.33,51.3,v West Indies,Port Elizabeth,26 Dec 2007,1,1,1
RJ Harris (AUS),33.4,11,85,3,2.52,28.33,67.3,v England,Adelaide,5 Dec 2013,1,1,1
M Morkel (SA),18,1,86,3,4.77,28.66,36,v India,Durban,26 Dec 2006,1,1,1
Shafiul Islam (BDESH),23,1,86,3,3.73,28.66,46,v India,Dhaka,24 Jan 2010,1,1,1
CS Martin (NZ),25.1,7,86,3,3.41,28.66,50.3,v Pakistan,Hamilton,7 Jan 2011,1,1,1
PJ Cummins (AUS),36,9,86,3,2.38,28.66,72,v England,Adelaide,2 Dec 2017,1,1,1
TJ Friend (ZIM),30.2,9,87,3,2.86,29,60.6,v South Africa,Bulawayo,14 Sep 2001,1,1,1
CE Cuffy (WI),40,7,87,3,2.17,29,80,v India,St John's,10 May 2002,1,1,1
SL Malinga (SL),20,2,87,3,4.35,29,40,v Bangladesh,Kandy,11 Jul 2007,1,1,1
CRD Fernando (SL),30,3,87,3,2.9,29,60,v England,Kandy,1 Dec 2007,1,1,1
PM Siddle (AUS),32,7,88,3,2.75,29.33,64,v Sri Lanka,Sydney,3 Jan 2013,1,1,1
SCJ Broad (ENG),38,13,88,3,2.31,29.33,76,v India,Southampton,27 Jul 2014,1,1,1
MI Black (WI),31.5,10,89,3,2.79,29.66,63.6,v India,Port of Spain,19 Apr 2002,1,1,1
M Ntini (SA),27,3,89,3,3.29,29.66,54,v New Zealand,Johannesburg,8 Nov 2007,1,1,1
KMDN Kulasekara (SL),30,3,90,3,3,30,60,v Bangladesh,Colombo (RPS),16 Mar 2013,1,1,1
ST Finn (ENG),29.1,7,90,3,3.08,30,58.3,v Australia,The Oval,20 Aug 2015,1,1,1
M Ntini (SA),27.4,8,91,3,3.28,30.33,55.3,v New Zealand,Centurion,16 Nov 2007,1,1,1
I Sharma (INDIA),43,12,91,3,2.11,30.33,86,v England,Nagpur,13 Dec 2012,1,1,1
KTGD Prasad (SL),24,4,91,3,3.79,30.33,48,v Pakistan,Galle,17 Jun 2015,1,1,1
DJG Sammy (WI),31,8,92,3,2.96,30.66,62,v Australia,Bridgetown,7 Apr 2012,1,1,1
ST Gabriel (WI),29,6,92,3,3.17,30.66,58,v Pakistan,Kingston,21 Apr 2017,1,1,1
M Ngam (SA),25,3,93,3,3.72,31,50,v Sri Lanka,Durban,26 Dec 2000,1,1,1
AM Blignaut (ZIM),28,5,93,3,3.32,31,56,v India,Bulawayo,7 Jun 2001,1,1,1
DG Cork (ENG),35.3,11,93,3,2.61,31,71,v Sri Lanka,Lord's,16 May 2002,1,1,1
SJ Harmison (ENG),30,5,93,3,3.1,31,60,v Australia,Nottingham,25 Aug 2005,1,1,1
TL Best (WI),26.3,4,94,3,3.54,31.33,53,v England,St John's,10 Apr 2004,1,1,1
TJ Friend (ZIM),42.2,8,95,3,2.24,31.66,84.6,v India,Harare,15 Jun 2001,1,1,1
JR Hazlewood (AUS),46,15,95,3,2.06,31.66,92,v India,Sydney,6 Jan 2015,1,1,1
JR Hazlewood (AUS),30,5,95,3,3.16,31.66,60,v England,Melbourne,26 Dec 2017,1,1,1
SM Pollock (SA),46,18,96,3,2.08,32,92,v Sri Lanka,Centurion,15 Nov 2002,1,1,1
Mohammad Sami (PAK),34,6,96,3,2.82,32,68,v England,Lahore,29 Nov 2005,1,1,1
MJ Henry (NZ),35,7,96,3,2.74,32,70,v West Indies,Wellington,1 Dec 2017,1,1,1
NB Mahwire (ZIM),18,1,97,3,5.38,32.33,36,v Sri Lanka,Harare,6 May 2004,1,1,1
SM Pollock (SA),43,16,97,3,2.25,32.33,86,v England,Port Elizabeth,17 Dec 2004,1,1,1
E Chigumbura (ZIM),34,7,97,3,2.85,32.33,68,v Bangladesh,Harare,4 Aug 2011,1,1,1
CS Martin (NZ),30,9,98,3,3.26,32.66,60,v India,Hamilton,18 Mar 2009,1,1,1
N Pradeep (SL),26,2,98,3,3.76,32.66,52,v India,Galle,12 Aug 2015,1,1,1
PM Siddle (AUS),38,12,98,3,2.57,32.66,76,v South Africa,Perth,3 Nov 2016,1,1,1
DG Cork (ENG),23,4,99,3,4.3,33,46,v India,Nottingham,8 Aug 2002,1,1,1
JH Kallis (SA),31,3,99,3,3.19,33,62,v Pakistan,Centurion,11 Jan 2007,1,1,1
TT Bresnan (ENG),32,5,99,3,3.09,33,64,v Australia,Chester-le-Street,9 Aug 2013,1,1,1
VD Philander (SA),37,10,99,3,2.67,33,74,v India,Durban,26 Dec 2013,1,1,1
NAM McLean (WI),32,3,100,3,3.12,33.33,64,v South Africa,Georgetown,9 Mar 2001,1,1,1
M Hayward (SA),26,5,100,3,3.84,33.33,52,v Pakistan,Cape Town,2 Jan 2003,1,1,1
SM Pollock (SA),45,12,101,3,2.24,33.66,90,v West Indies,Durban,26 Dec 2003,1,1,1
T Panyangara (ZIM),26.1,2,101,3,3.85,33.66,52.3,v Sri Lanka,Harare,6 May 2004,1,1,1
PM Siddle (AUS),40,11,101,3,2.52,33.66,80,v New Zealand,Brisbane,1 Dec 2011,1,1,1
JM Anderson (ENG),52.2,17,101,3,1.92,33.66,104.6,v South Africa,Leeds,2 Aug 2012,1,1,1
DBL Powell (WI),41,10,102,3,2.48,34,82,v New Zealand,Bridgetown,21 Jun 2002,1,1,1
M Hayward (SA),42,11,103,3,2.45,34.33,84,v India,Port Elizabeth,16 Nov 2001,1,1,1
A Flintoff (ENG),37.5,12,103,3,2.72,34.33,75.6,v New Zealand,Lord's,20 May 2004,1,1,1
JN Gillespie (AUS),39,12,103,3,2.64,34.33,78,v New Zealand,Brisbane,18 Nov 2004,1,1,1
DBL Powell (WI),31,2,103,3,3.32,34.33,62,v South Africa,Bridgetown,21 Apr 2005,1,1,1
IE O'Brien (NZ),33,7,103,3,3.12,34.33,66,v India,Hamilton,18 Mar 2009,1,1,1
JM Anderson (ENG),33,11,103,3,3.12,34.33,66,v India,The Oval,18 Aug 2011,1,1,1
M Ntini (SA),39,14,104,3,2.66,34.66,78,v England,Centurion,21 Jan 2005,1,1,1
SCJ Broad (ENG),32,6,105,3,3.28,35,64,v Australia,Birmingham,29 Jul 2015,1,1,1
JR Hazlewood (AUS),36,10,105,3,2.91,35,72,v England,Adelaide,2 Dec 2017,1,1,1
M Morkel (SA),39,3,106,3,2.71,35.33,78,v England,Centurion,16 Dec 2009,1,1,1
VR Aaron (INDIA),28,4,106,3,3.78,35.33,56,v West Indies,Mumbai,22 Nov 2011,1,1,1
KM Jarvis (ZIM),38,3,106,3,2.78,35.33,76,v West Indies,Bulawayo,21 Oct 2017,1,1,1
JDP Oram (NZ),55.3,19,107,3,1.92,35.66,111,v South Africa,Auckland,18 Mar 2004,1,1,1
Tapash Baisya (BDESH),34,11,107,3,3.14,35.66,68,v Zimbabwe,Chittagong,6 Jan 2005,1,1,1
DBL Powell (WI),46,17,107,3,2.32,35.66,92,v South Africa,Georgetown,31 Mar 2005,1,1,1
Mashrafe Mortaza (BDESH),44,10,107,3,2.43,35.66,88,v Australia,Fatullah,9 Apr 2006,1,1,1
Shahid Nazir (PAK),35,9,107,3,3.05,35.66,70,v West Indies,Karachi,27 Nov 2006,1,1,1
Shahadat Hossain (BDESH),25,1,107,3,4.28,35.66,50,v South Africa,Chittagong,29 Feb 2008,1,1,1
DBL Powell (WI),30,11,108,3,3.6,36,60,v Sri Lanka,Port of Spain,3 Apr 2008,1,1,1
ST Finn (ENG),32,6,109,3,3.4,36.33,64,v West Indies,Birmingham,7 Jun 2012,1,1,1
KMDN Kulasekara (SL),44,13,109,3,2.47,36.33,88,v Pakistan,Pallekele,8 Jul 2012,1,1,1
UT Yadav (INDIA),35,4,109,3,3.11,36.33,70,v England,Chennai,16 Dec 2016,1,1,1
I Sharma (INDIA),33,8,109,3,3.3,36.33,66,v Bangladesh,Hyderabad (Deccan),9 Feb 2017,1,1,1
GD McGrath (AUS),50,17,110,3,2.2,36.66,100,v Sri Lanka,Cairns,9 Jul 2004,1,1,1
JE Taylor (WI),34,5,110,3,3.23,36.66,68,v Australia,Bridgetown,12 Jun 2008,1,1,1
ST Finn (ENG),30,1,110,3,3.66,36.66,60,v Pakistan,The Oval,11 Aug 2016,1,1,1
Mashrafe Mortaza (BDESH),37,10,111,3,3,37,74,v Sri Lanka,Chittagong,3 Jan 2009,1,1,1
TT Bresnan (ENG),34,9,111,3,3.26,37,68,v West Indies,Birmingham,7 Jun 2012,1,1,1
JM Bird (AUS),36,6,111,3,3.08,37,72,v South Africa,Adelaide,24 Nov 2016,1,1,1
SR Clark (AUS),37,7,112,3,3.02,37.33,74,v India,Sydney,2 Jan 2008,1,1,1
DW Steyn (SA),40,8,112,3,2.8,37.33,80,v Sri Lanka,Cape Town,3 Jan 2012,1,1,1
M Ntini (SA),34,6,113,3,3.32,37.66,68,v Australia,Durban,6 Mar 2009,1,1,1
JM Anderson (ENG),53,14,114,3,2.15,38,106,v South Africa,Lord's,10 Jul 2008,1,1,1
HK Olonga (ZIM),27,5,115,3,4.25,38.33,54,v New Zealand,Harare,19 Sep 2000,1,1,1
D Gough (ENG),25,3,115,3,4.6,38.33,50,v Australia,Lord's,19 Jul 2001,1,1,1
Shoaib Akhtar (PAK),43,12,115,3,2.67,38.33,86,v Bangladesh,Karachi,20 Aug 2003,1,1,1
NB Mahwire (ZIM),26,4,115,3,4.42,38.33,52,v New Zealand,Harare,7 Aug 2005,1,1,1
B Lee (AUS),39,9,115,3,2.94,38.33,78,v South Africa,Melbourne,26 Dec 2005,1,1,1
M Dillon (WI),51,14,116,3,2.27,38.66,102,v India,St John's,10 May 2002,1,1,1
FA Rose (WI),39,6,117,3,3,39,78,v Pakistan,St John's,25 May 2000,1,1,1
SP Jones (ENG),28,1,117,3,4.17,39,56,v Australia,Lord's,21 Jul 2005,1,1,1
DR Tuffey (NZ),30,7,117,3,3.9,39,60,v Bangladesh,Hamilton,15 Feb 2010,1,1,1
UT Yadav (INDIA),37,8,117,3,3.16,39,74,v Bangladesh,Hyderabad (Deccan),9 Feb 2017,1,1,1
CS Martin (NZ),33,6,119,3,3.6,39.66,66,v West Indies,Auckland,9 Mar 2006,1,1,1
MM Patel (INDIA),42,6,120,3,2.85,40,84,v England,Mumbai,18 Mar 2006,1,1,1
NB Mahwire (ZIM),25.1,2,121,3,4.8,40.33,50.3,v New Zealand,Bulawayo,15 Aug 2005,1,1,1
BW Hilfenhaus (AUS),38.5,7,121,3,3.11,40.33,77.6,v England,Sydney,3 Jan 2011,1,1,1
JR Hazlewood (AUS),56,12,121,3,2.16,40.33,112,v Pakistan,Brisbane,15 Dec 2016,1,1,1
J Lewis (ENG),41,9,122,3,2.97,40.66,82,v Sri Lanka,Nottingham,2 Jun 2006,1,1,1
CRD Fernando (SL),35,2,122,3,3.48,40.66,70,v Pakistan,Pallekele,8 Jul 2012,1,1,1
KMDN Kulasekara (SL),36,4,123,3,3.41,41,72,v New Zealand,Colombo (PSS),25 Nov 2012,1,1,1
MJ Hoggard (ENG),34,2,124,3,3.64,41.33,68,v Pakistan,The Oval,17 Aug 2006,1,1,1
DJ Bravo (WI),38,9,124,3,3.26,41.33,76,v Australia,Bridgetown,12 Jun 2008,1,1,1
SCJ Broad (ENG),41,8,124,3,3.02,41.33,82,v South Africa,Nottingham,14 Jul 2017,1,1,1
M Ntini (SA),48,15,125,3,2.6,41.66,96,v West Indies,Cape Town,2 Jan 2008,1,1,1
GD McGrath (AUS),49,19,126,3,2.57,42,98,v South Africa,Sydney,2 Jan 2006,1,1,1
TG Southee (NZ),48,12,126,3,2.62,42,96,v Pakistan,Napier,11 Dec 2009,1,1,1
JM Anderson (ENG),61,19,126,3,2.06,42,122,v West Indies,Lord's,17 May 2012,1,1,1
SCJ Broad (ENG),34,4,127,3,3.73,42.33,68,v Australia,Lord's,16 Jul 2009,1,1,1
DJ Bravo (WI),44,3,128,3,2.9,42.66,88,v Sri Lanka,Providence,22 Mar 2008,1,1,1
E Chigumbura (ZIM),38.2,7,129,3,3.36,43,76.6,v Bangladesh,Harare,25 Apr 2013,1,1,1
KJ Abbott (SA),42,13,129,3,3.07,43,84,v Australia,Cape Town,1 Mar 2014,1,1,1
CRD Fernando (SL),30,6,130,3,4.33,43.33,60,v India,Kandy,22 Aug 2001,1,1,1
